title,location,org_name,org_link,description,job_posting_link
AI/ML Engineer - Web Data Quality - Remote,"Zagreb, Zagreb, Croatia",Zyte,https://ie.linkedin.com/company/zytedata?trk=public_jobs_topcard-org-name,"About UsAt Zyte, we eat data for breakfast and you can eat your breakfast anywhere and work for Zyte. Founded in 2010, we are a globally distributed team of over 250 Zytans working from over 28 countries who are on a mission to enable our customers to extract the data they need to continue to innovate and grow their businesses. We believe that all businesses deserve a smooth pathway to dataFor more than a decade, Zyte has led the way in building powerful, easy-to-use tools to collect, format, and deliver web data, quickly, dependably, and at scale. And today, the data we extract helps thousands of organizations make smarter business decisions, secure competitive advantage, and drive sustainable growth. Today, over 3,000 companies and 1 million developers rely on our tools and services to get the data they need from the web.Data QA is an important function within Zyte. The Data QA team works to ensure that the quality and usability of the data scraped by our web scrapers meets and exceeds the expectations of our enterprise clients.Are you passionate about data and data quality and integrity?Do you enjoy using Python and AI to analyze and manipulate data, detect data quality issues, and visualize your findings?Are you highly customer-focused with excellent attention to detail?Owing to growing business and the need for ever more sophisticated Data QA, we are looking for a talented Data Scientist to join our team. As a Zyte Engineer, you work on AI-based data wrangling, data manipulation, and data visualisation techniques and apply them in the verification and validation of data quality as it pertains to data extracted from the web.RequirementsRoles & Responsibilities: Design and implement AI-driven quality checks: build models to detect anomalies, identify schema drift, and classify data errors in real time Automate and scale QA: replace manual and rule-based validation with ML-powered solutions that continuously improve Leverage GenAI for validation: use embedding models, LLMs, and prompt-driven pipelines to perform semantic checks on scraped data Develop monitoring & alerting pipelines: quantify data quality via KPIs, dashboards, and automated reports for stakeholders Experiment & innovate: research and prototype new AI techniques for QA, e.g. using embeddings, synthetic data, and reinforcement learning to stress-test scrapers Collaborate cross-functionally: work with developers, product managers, and account teams to integrate AI-based QA into production workflows Communicate insights: present findings with clear visualizations, metrics, and evidence-based recommendations to technical and non-technical audiencesRequirements:Proficiency in Python & PyData stack (NumPy, pandas, scikit-learn, PyTorch/TensorFlow preferred)3+ years in a data science, applied ML, or data engineering role (ideally with exposure to QA or data validation at scale)Hands-on experience with GenAI tools: LLM APIs (OpenAI, Anthropic, Google), prompt engineering, cost/token optimizationStrong ML fundamentals: anomaly detection, classification, clustering, embeddings, evaluation metricsExperience with big data frameworks (Spark, BigQuery, or similar)Ability to work with very large datasets (millions+ of records)Version control skills (GitHub/Bitbucket)Excellent communication in English, both technical and non-technicalDesired Skills:Prior experience in data quality automation or web data QAFamiliarity with LangChain, MCP, Marvin, or similar orchestration frameworksExperience building QA dashboards or visualization layersBackground in statistics or applied mathematicsPrevious remote/distributed work experienceBenefitsAs a new Zytan, you will:Become part of a self-motivated, progressive, multi-cultural team.Have the freedom and flexibility to work from where you do your best work.Attend conferences and meet with team members from across the globe.Work with cutting-edge open source technologies and tools.                            Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4317891533
Working Student Machine Learning (all genders),"Munich, Bavaria, Germany",Avelios Medical,https://de.linkedin.com/company/avelios-medical?trk=public_jobs_topcard-org-name,"About UsOur mission at Avelios is to build the leading software platform for the data-driven digitization of hospitals and patient care. To do so, we have built a modular software platform that digitizes and optimizes workflows in hospitals with cutting-edge technology in a user-friendly way. With our software, we enable hospitals, doctors & nurses to provide their patients with the best possible care.We are growing fast and want to keep expanding our team and business to fundamentally digitize healthcare for the better. We appreciate different backgrounds and see diversity as one of our strengths.THE TEAM AND ROLEAs a Working Student Machine Learning (all genders), you will support to drive the integration of intelligent systems into real-world clinical environments. Collaborating with our interdisciplinary development and research teams, your role will focus on building and deploying machine learning models at scale — with direct access to large medical datasets, top research institutions, and high-performance computing infrastructure. This is a unique opportunity to shape how AI transforms everyday medical workflows.Your ResponsibilitiesCollaborate with our core development team to bring machine learning into productionSupport design and train ML models on large-scale clinical datasetsSupport Integrate AI-powered solutions into medical workflowsWork with Federated Machine Learning frameworks for privacy-preserving model trainingLeverage access to high-performance computing infrastructure to build robust ML pipelinesYour QualificationsDegree in Informatics, Computer Science, or a related field — or equivalent practical experienceHands-on experience with PyTorch, TensorFlow, or KerasPublications at top conferences or demonstrated cutting-edge results in applied ML (e.g., Computer Vision or NLP)Strong coding background — GitHub contributions are a plusInterest in new technologies and their application to real-world challengesFluency in German and EnglishYour BenefitsVariety in your tasks and the opportunity to take ownershipFlexible working hoursSupport for your personal development through continuous learning and feedback and high chances to transition into a full-time role if the collaboration is successfulAn international, informal team structure in a motivating start-up atmosphere, allowing you to participate directly in our customer growth story and the overall success of AveliosAbility to gain valuable hands-on experience in a startup backed by leading international VCsA monthly meal allowance up to 75 euros, and Corporate Benefits that give you access to discounts from a wide range of providers in various areas                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4342011732
Embedded Software Engineer,"Zagreb, Zagreb, Croatia",Eridan,https://www.linkedin.com/company/eridanhq?trk=public_jobs_topcard-org-name,"About EridanAt Eridan we believe in the power of collaboration and communication to achieve our mission: connect the planet to empower a sustainable, shared future. That mission is possible with our patented transmitter which decreases the cost and power required to roll out 5G by 10x when deployed globally. Learn more about our mission here.About the RoleWe are seeking a motivated and hands-on Embedded Software Engineer with a strong foundation in embedded systems and passion for solving problems. This role offers an excellent opportunity to grow your skills while working closely with a talented, multidisciplinary team building cutting-edge radio units (RUs).This is a high-impact position designed for someone ready to take ownership of coding tasks, build practical experience, and grow within the embedded systems space. In this role, you'll support our test and systems engineering teams by contributing to software development and feature implementation for our next-generation platform software stack. Over time, you may also have the opportunity to explore different technical paths as the company scales, including embedded and application-layer roles.Embedded Software Engineer As our Embedded Software Engineer you willImplement Linux user space and kernel-level drivers in C or RustImplement application-layer software features in C++Assist with board bring-up activities and on-site debuggingCollaborate with hardware engineers and support software-hardware integration for new RU platformsMaintain and develop Yocto based distribution buildSupport the execution and expansion of automated test loops and CI infrastructureParticipate in code reviews, design discussions, and documentationQualifications of a Successful CandidateBachelor's degree in Computer Science or related field, or equivalent work experienceMinimum 3 years of experience in embedded Linux developmentProficient in C and C++ with solid software engineering fundamentalsHands-on Git experience and ability to contribute to collaborative codebasesNice to Have:Experience maintaining Yocto build systemExperience in Rust programming languagePerks of working at EridanOpportunity to make a significant impactOpportunities to learn, develop, and advanceWorking with smart, passionate, and helpful co-workersOpportunity to work with an international team of engineers and computer scientists on a technologically challenging and unique communications system.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4336492373
Junior Product Manager,"Zagreb, Zagreb, Croatia",Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_topcard-org-name,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution.The company is founder led, profitable and growing.Canonical's product management team are technologists who have a passion for delivering products and solutions that help shape market demands while elevating open source software everywhere. This is a general application track for the product management positions at Canonical. You will set a clear vision, prioritize work effectively, and ensure the team delivers high-quality products that meet business and user needs. Apply here if you excel at leadership, communication, and technical vision, and believe you can drive product strategy for the business needs of tomorrow. During the interview process we will identify specific software products which would be a good fit for your interests.We believe that open source is transforming the way that enterprises solve their business needs. Although open source has been around for thirty years, it is only now fundamental to every corner of the software landscape. Going forward we believe open source will have an even bigger impact as it moves into specialised vertical markets. Our goal is to make open source easier, more reliable and more secure for deployment and development. We strive to be the provider of 'most software to most companies', starting with Ubuntu but expanding to cover every class of application on every class of compute. To deliver on that ambition, we select product managers for their intellect and strong drive to advance the open source community. Together, we aim to improve open source quality, outreach, and impact. Our product managers set the vision and the direction to ensure teams deliver the right products in the right markets at the right time. They push the boundaries of the technology landscape to identify and deliver products into new and existing market opportunities.Our product managers are technology professionals with a software engineering background who strive to become business executives and entrepreneurs. We discuss strategy, plan product development, drive engagement, and promote the open source way. We oversee the entire product lifecycle from conception to delivery, blending technical expertise, strategic thinking, analytics, project management skills and effective communication to ensure products meet both user needs and business objectives.We have open product manager roles across a wide range of product domains, including:Ubuntu Platform - Our Ubuntu experience on Desktop, Server, Windows (WSL), Multipass, Gaming, Enterprise, & Hardware EnablementUbuntu Pro Services - Our key commercial offerings Ubuntu Pro, Compliance, Standards, Security Engineering, and Managed Services on cloud and on premAI/ML & MLOps - Open source AI/ML solutions, AIOps automation, model lifecycle management, Kubeflow, MLFlow, KServe, and AI infrastructure on cloud and edgeIoT - Ubuntu on embedded devices and/or edge servers, device management, and roboticsCloud - Ubuntu in public and private clouds, promoting automation frameworks, and including technologies such as Kubernetes, MAAS, and LXDTelco - Open source for Telco's including technologies and standards related to Core Network, RAN/vRAN, SoNIC, DENT, and SmartNICsFinance - Open source solutions for financial institutions including trading platforms, blockchain technologies, regulatory compliance, and AI-driven analyticsAutomotive - Open source solutions for autonomous driving, in-vehicle infotainment, connected vehicles, and compliance with automotive industry standards such as ISO 26262 and ISO 21434Application Management - Open source solutions in the enterprise including Observability, IAM, App Stores and technologies such Grafana, GitOps, and Juju CharmsIf your domain of expertise isn't listed above, yet you feel it's relevant to Canonical, then feel free to apply anyway. We will route you to the most suitable team.Location: These roles are home based in the EMEA time zone. You will be expected to be located in this region.The role entailsLead the product development lifecycle, reviewing the priorities and goals for your productCollaborate with cross-functional teams such as engineering, design, marketing, and salesAddress common challenges across projects, align on priorities, enable informed decisions, and keep business execution on trackConduct market research, analyse industry trends, and gather customer feedback to identify opportunitiesCommunicate your product vision, status updates, and key decisions to ensure alignment and manage expectationsConduct usability testing, analyse user feedback, and iterate on the product to improve the user experienceCollaborate with marketing, sales, and support teams to develop go-to-market strategies, create product documentation, and provide trainingContribute to the success of our sales team in winning new opportunities, reviewing customer feedback and participating in customer meetingsOversee the work of a product line, ensuring consistency in strategy and execution across different teamsFacilitate collaboration and resolve conflicts within different teams and across other departmentsWhat we are looking for in youExceptional academic results at high school and universityUnderstanding of Linux and the wider open source software communityUnderstanding of computer architecture, application development, datacenters, cloud or devicesPassion to write about technologies and the tech landscapeA strong work ethic, and personal interests aligned with the open source movementCuriosity, and the habit of continuous learningA strong sense of ownershipProblem solving and the ability to innovateOutstanding communications skills in English, both verbal and writtenAbility to manage multiple projects or product lines while maintaining focus on key prioritiesWillingness to travel internationally up to 4 times a year for company events up to two weeks longAdditional Skills That We ValueFamiliarity with a particular verticals (e.g. Telco, Finance, Industrial, Automotive)Familiarity with the technology ecosystem including Silicon, IHV, ISV, ODM/OEMs, cloud service providers and channelFamiliarity with cloud native technologies such as Kubernetes, Docker containers & SnapsFamiliarity with embedded and connected device technology and ecosystemsFamiliarity with networking technologies - ethernet, IPv4 and IPv6, routing, firewalling, overlays such as OVN/OVS, VPNs, SR-IOV, infinibandFamiliarity with telco networking - RAN, Core, CPEExperience in leading distributed teams across different time zonesDemonstrated ability to foster collaboration and innovation in team settingsWhat we offer youWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgramOpportunity to travel to new locations to meet colleaguesPriority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4284593356
Data Science Intern,United Kingdom,Hireshire,https://www.linkedin.com/company/hireshire?trk=public_jobs_topcard-org-name,"About HireshireHireshire is a modern staffing and talent acquisition platform helping leading organizations find exceptional talent. We’re now expanding into the Data Science vertical and are looking for curious, driven, and analytical minds.Role OverviewAs a Data Science Intern at Hireshire, you will collaborate with our engineering and strategy teams to design data-driven solutions that power smarter hiring, workforce planning, and operational decision-making. This is a hands-on role where you’ll work on real business datasets to build production-ready analytics models and dashboards.Key ResponsibilitiesCollect, clean, analyze, and transform structured & semi-structured HR and recruitment datasetsBuild predictive models for talent forecasting, attrition risk, and candidate success scoresDevelop data visualizations, dashboards, and reports using Python, SQL & BI toolsPerform EDA (exploratory data analysis) to uncover insights that inform recruitment strategiesWork with time-series & cohort data for trend analysis and performance metricsDeploy statistical and ML algorithms (regression, clustering, classification) in scalable pipelinesCommunicate findings & recommendations with clear visual and written formats to stakeholdersRequirementsPursuing (or recently completed) B.Tech/BE/M.Tech/MSc in Data Science, Computer Science, Statistics, or related fieldsProficiency in Python + core libraries (Pandas, NumPy, Matplotlib/Seaborn, Scikit-learn)Familiarity with SQL for querying relational datasetsSound understanding of ML fundamentals – supervised/unsupervised learning methodsStrong statistics foundation – distributions, hypothesis testing, probabilityAbility to interpret data, derive insights, and present conclusions clearlyStrong communication skills, ownership mindset & enthusiasm to learnNice to Have (Bonus)Knowledge of BI tools (Power BI / Tableau / Looker / Metabase)Basics of cloud platforms (AWS/GCP/Azure) or DockerPrior exposure to HR analytics or recruitment datasetsWhat You’ll GetPractical exposure to solving real-world data problems in HR TechExperience working on high-impact product features used by recruiters and hiring managers1:1 mentorship by experienced data scientists and access to premium resourcesInternship Certificate & Letter of Recommendation upon successful completionOpportunity for a Pre-Placement Offer (PPO) at Hireshire or client companiesHiring ProcessOnline ApplicationSubmit CV, GitHub/Kaggle links, and a brief note on your interest and experienceTechnical AssessmentAssignment to test Python, SQL, EDA, or modeling approachTechnical InterviewIn-depth discussion (45 mins) on your ML/stats understanding & problem-solvingManagerial InterviewEvaluate communication skills, culture fit & motivationOfferSelected applicants receive the internship offer with stipend details & project allocationOnboardingOrientation, project assignment & setup with tools and mentorsStipendMinimum stipend starts at £16/hour, with the possibility of a higher rate based on performance in the interviews.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348401222
AI/Generative AI Engineer,"New York, NY",Andiamo,https://www.linkedin.com/company/andiamo-partners?trk=public_jobs_topcard-org-name,"Generative AI Engineer - Pre-IPO Tech CompanyAbout The RoleWe are seeking a talented Generative AI Engineer to help design and build the next generation of AI-powered applications at a high-growth, pre-IPO technology company. You will work on applying large language models (LLMs), multimodal AI, and cutting-edge generative techniques to create products that transform how our customers interact with data, content, and decision-making systems.This is a hands-on engineering role at the intersection of AI research and scalable product development. You will collaborate with data scientists, ML engineers, and product managers to prototype, deploy, and optimize generative AI systems that deliver measurable customer and business impact.What You’ll DoDevelop Generative Applications: Build production-ready systems leveraging LLMs and generative models for NLP, code, and multimodal use cases.Integrate with Products: Design APIs and services that embed generative AI capabilities into customer-facing applications.Optimize Models: Fine-tune, distill, and adapt foundation models to specific tasks and domains for efficiency and performance.Leverage Retrieval & Memory: Implement retrieval-augmented generation (RAG), vector search, and embeddings for context-aware AI solutions.Ensure Reliability: Build monitoring and evaluation pipelines to track model quality, detect drift, and maintain trustworthiness in production.Collaborate Cross-Functionally: Work with researchers and product leaders to translate cutting-edge AI into practical features.Stay Ahead: Keep current with state-of-the-art generative AI research and frameworks, bringing new ideas and approaches into the company.What We’re Looking ForProfessional Experience: 3-7 years in applied ML/AI engineering, with at least 1-2 years working on generative AI, LLMs, or related areas.Technical Skills: Proficiency in Python, strong experience with ML/AI frameworks (PyTorch, TensorFlow, Hugging Face Transformers, LangChain, LlamaIndex).LLM Experience: Hands-on experience fine-tuning or deploying large language models, and familiarity with APIs such as OpenAI, Anthropic, or similar.Infrastructure Knowledge: Experience with cloud ML platforms (AWS Sagemaker, GCP Vertex AI, Azure ML) and vector databases (Pinecone, Weaviate, Milvus, FAISS).Systems Thinking: Ability to design scalable pipelines for training, inference, and integration into production systems.Collaboration: Strong communication skills and ability to partner across engineering, product, and research teams.Education: Bachelor’s or Master’s in Computer Science, Engineering, AI/ML, or a related field; PhD a plus.Why JoinThis is a unique opportunity to shape the future of generative AI at a pre-IPO company with $500M+ in funding. As a Generative AI Engineer, you’ll work with state-of-the-art models, solve complex problems at scale, and bring transformative AI capabilities directly to customers. You’ll be part of a high-growth team where innovation is encouraged, impact is immediate, and the future of AI is being built.About AndiamoTalent Partners for the AI Revolution. As a globally recognized staffing and consulting firm, we specialize in placing the top 2% of technology and go-to-market professionals with the world’s largest and most well-known companies.For over 20 years, we've maintained the status of tier-one vendor for firms such as Palantir, Amazon, Fluidstack, Bloomberg, Relativity Space, Firefly, MasterCard, Visa, Two Sigma, Citadel, as well as other major financial services firms, elite hedge funds, Google-backed tech start-ups, and major software firms.Our talent solutions include Permanent Placement, Contract Staffing, Executive Search, and Dedicated Recruiting Services (RPO). Find out more at www.andiamogo.com                            Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4306618892
Big Data Analyst,"Zagreb, Zagreb, Croatia",ReversingLabs,https://www.linkedin.com/company/reversinglabs?trk=public_jobs_topcard-org-name,"At ReversingLabs, our software supply chain security and threat intelligence solutions have become essential to advancing cybersecurity maturity around the globe. We're on a journey to expand adoption and accelerate growth by hiring top talent across the security industry.Notable breaches such as SolarWinds, CircleCI, and 3CX have elevated software supply chain security as a top initiative across every organization developing or purchasing software. Only ReversingLabs delivers the software package analysis speed and intelligence needed to protect against this critical area of risk.Our vision is clear. Arming every company with end-to-end insights to ensure development releases securely, IT purchases safely, and the SOC can effectively detect, isolate, and respond.We are looking for a passionate Big Data Analyst with a keen eye for detail and the ability to extract insights from data. The successful candidate will turn data into information, information into insight, and insight into business decisions.You will be responsible for developing and managing our master data set, creating reports, and troubleshooting data issues. To succeed in this role, you need a keen eye for detail, some experience as a data analyst, and familiarity with popular data analysis tools and databases.We offer file reputation records for over 50 billion samples, making our database the largest reputation database in its field. Our customers access this information through more than 50 REST APIs and feeds. By performing hands-on data research, you will provide insights, uncover potential issues, and enhance the decision-making process. You will perform complex analyses on large data sets using appropriate techniques and tools, with a strong focus on quality.Only applications from candidates currently located in Croatia will be considered for this position.ResponsibilitiesGathering data from various sources and then cleansing, organizing, processing, and analyzing it to extract valuable insights and informationWorking with various database types to handle large amounts of data in structured, semi-structured, and unstructured formDeveloping reports and dashboards (charts, tables, ...) with data analysis results to help different audiences make better decisionsIdentifying, analyzing, and interpreting trends or patterns in complex data setsUnderstanding sources and lineage of data to control the quality of our data setsCollaborating with team members to prioritize business and information requirementsEnsure data quality by implementing data validation and cleansing processesPerforming routine analysis tasks to support day-to-day businessApplying statistical analysis methods for consumer data research and analysis purposesMaintain and improve existing data pipelines Closely collaborating with both the IT teams and customer-facing teams to accomplish company goals and prove value to our customersRequirementsStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyExperience with data visualization tools Solid understanding of data warehousing concepts and ETL/ELT processesExperience with some programming languages (Python, Java, ...)Experience with databases and writing queries Working proficiency in written and spoken EnglishEnthusiasm for teamwork, constant learning, and adapting to new circumstancesDesired SkillsKnowledge of statistics and experience with statistical packages for analyzing datasetsProficiency in creating complex data models, database design, and data mining techniquesExpertise in using techniques like clustering, association rule mining, and customer segmentation to uncover valuable insightsProven ability to understand and apply data insights to solve real-world business problemsExperience in creating concise and informative analysis reports and summaries that effectively communicate key findings and recommendationsBenefitsHybrid work options (paid accommodation & transportation to Zagreb during onboarding for remote employees)Flexible working hoursGenerous compensation and a bonus system based on annual performanceHefty personal education budget and possibility to attend leading conferences and seminars in the fieldCompany library and possibility to order books of choice via AmazonPermanent contract in a fast-growing global company with Fortune 500 & governmental agencies as clientsChallenging projects in a dynamic, collaborative teamGreat career advancement opportunities - clear goals & internal promotionsEmployee referral bonus program{{{{:}}}} EUR 1,060 net for junior position, EUR 2,123 net for mid to senior positions, and EUR 2,654 net for principal/managerial positionsMultisport card, annual health checkup, newborn child allowance, rent-cost, and 3rd pillar pension benefitsWellness Weekends - quarterly, company-wide three day weekend, starting with a company paid Friday off for all employeesFully covered car garage in Radnička for all employees                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4336710682
Software Engineer,"San Francisco, CA",Modern Treasury,https://www.linkedin.com/company/modern-treasury?trk=public_jobs_topcard-org-name,"OverviewThis position can be based out of San Francisco, New York, or remote.We're looking for Full-Stack Software Engineers who want to help businesses of any size move money worldwide. You will contribute to APIs, banking infrastructure and financial workflows that ensure our customers can adopt and scale with Modern Treasury.Whereas most SaaS companies move data, we move money. Our systems must scale to high volumes, with high accuracy and high reliability. Engineers at Modern Treasury design thoughtful design APIs, implement resilient processes, and choose infrastructure that prioritizes fault tolerance and long-term maintainability over chasing latest trends.Our application is powered by Ruby on Rails, Postgres, Redis and ParadeDB. As of today, we are on the latest version of each technology. Github and typical CI/CD automation is used for deployments to AWS. While engineers have specialties, engineers can easily contribute to all layers and components of the application without friction.About Modern TreasuryModern Treasury provides trusted infrastructure for money movement. The company helps teams launch and scale payment experiences in days, not months. With best-in-class developer tools and a single API for fiat and stablecoins—plus built-in compliance, ledgering, and reporting— Modern Treasury enables businesses to move money instantly, reliably, and at scale.$750T+ moves across the bank rails each year. However, despite this incredible volume, the technology powering these rails has not kept pace with digital transformation in other industries. With the significance and scale of this opportunity in mind, Dimitri, Matt, and Sam founded Modern Treasury in 2018 to support the world's largest industries and money movers. Today, the company has grown to serve companies in the economy's most important sectors, from real-estate, healthcare, and insurance, to education and financial services.What You’ll DoBuild end-to-end features individually or in small teamsIterate and ship code frequentlyParticipate in maintenance and ownership of a core componentLearn the payments space and shape projects before developmentBe mentored and eventually become a mentorMinimum Requirements2+ years of professional software engineering experienceInterested in full-stack development, including backend jobs, DBs and frontend UXA history of collaborating with a team to ship a major featurePreferred RequirementsExperience with Ruby on Rails, React & PostgresExperience with financial software for banks, credit card processing or cryptocurrencies. Ability to thrive in autonomous, engineer driven environmentModern Treasury is committed to equal employment opportunity and does not discriminate in any employment opportunities or practices based on an individual's race, color, creed, gender (including gender identity and gender expression), religion (all aspects of religious beliefs, observance or practice, including religious dress or grooming practices), marital status, registered domestic partner status, age, national origin or ancestry (including language use restrictions and possession of a driver’s license issued under California Vehicle Code section 12801.9), natural hair, physical or mental disability, political affiliation, medical condition (including cancer or a record or history of cancer, and genetic characteristics), sex (including pregnancy, childbirth, breastfeeding or related medical condition), genetic information, sexual orientation, military and veteran status or any other consideration made unlawful by federal, state, or local laws. It also prohibits unlawful discrimination based on the perception that anyone has any of those characteristics, or is associated with a person who has or is perceived as having any of those characteristics.Modern Treasury participates in E-Verify and will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.Compensation Range: $120K - $240K                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4341576665
Junior Software Engineer,"California, United States",BeaconFire Inc.,https://www.linkedin.com/company/beaconfireinc?trk=public_jobs_topcard-org-name,"Job Title: Junior Software EngineerLocation: Onsite – New JerseyEmployment Type: Full-timeAbout the Role:We are seeking a passionate and motivated Junior Software Engineer to join our growing team in New Jersey. This role is ideal for recent graduates or early-career professionals who have a strong foundation in programming and a desire to learn and grow in a collaborative environment.Responsibilities:Design, develop, test, and maintain software applications.Collaborate with senior engineers and cross-functional teams to implement new features.Participate in code reviews and contribute to improving code quality.Debug, troubleshoot, and resolve technical issues in existing systems.Stay up to date with emerging technologies and best practices in software development.Requirements:Master’s degree in Computer Science, Software Engineering, Information Technology, or a related field.0–3 years of software development experience.Proficiency in at least one programming language (e.g., Java, Python, C++, or JavaScript).Strong understanding of data structures, algorithms, and object-oriented programming.Familiarity with databases, version control systems (e.g., Git), and software development tools.Excellent problem-solving and communication skills.Ability to work onsite in New Jersey.Preferred Qualifications:Experience with web or mobile application development.Knowledge of cloud platforms (AWS, Azure, or Google Cloud).Internship or project experience in a software development environment.Why Join Us:Competitive salary and benefits package.Career growth and mentorship opportunities.Collaborative and learning-focused work environment. Beaconfire is an e-verified company and provides equal employment opportunities (visa sponsorship provided).                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4347324967
Data Science Intern,"California, United States",SalesPilot 365 | CRM,https://uk.linkedin.com/company/salespilot365?trk=public_jobs_topcard-org-name,"About SalesPilot 365SalesPilot 365 is a modern staffing and talent acquisition platform helping leading organizations find exceptional talent. We’re now expanding into the Data Science vertical and are looking for curious, driven, and analytical minds.Role OverviewAs a Data Science Intern at SalesPilot 365, you will collaborate with our engineering and strategy teams to design data-driven solutions that power smarter hiring, workforce planning, and operational decision-making. This is a hands-on role where you’ll work on real business datasets to build production-ready analytics models and dashboards.Key ResponsibilitiesCollect, clean, analyze, and transform structured & semi-structured HR and recruitment datasetsBuild predictive models for talent forecasting, attrition risk, and candidate success scoresDevelop data visualizations, dashboards, and reports using Python, SQL & BI toolsPerform EDA (exploratory data analysis) to uncover insights that inform recruitment strategiesWork with time-series & cohort data for trend analysis and performance metricsDeploy statistical and ML algorithms (regression, clustering, classification) in scalable pipelinesCommunicate findings & recommendations with clear visual and written formats to stakeholdersRequirementsPursuing (or recently completed) B.Tech/BE/M.Tech/MSc in Data Science, Computer Science, Statistics, or related fieldsProficiency in Python + core libraries (Pandas, NumPy, Matplotlib/Seaborn, Scikit-learn)Familiarity with SQL for querying relational datasetsSound understanding of ML fundamentals – supervised/unsupervised learning methodsStrong statistics foundation – distributions, hypothesis testing, probabilityAbility to interpret data, derive insights, and present conclusions clearlyStrong communication skills, ownership mindset & enthusiasm to learnNice to Have (Bonus)Knowledge of BI tools (Power BI / Tableau / Looker / Metabase)Basics of cloud platforms (AWS/GCP/Azure) or DockerPrior exposure to HR analytics or recruitment datasetsWhat You’ll GetPractical exposure to solving real-world data problems in HR TechExperience working on high-impact product features used by recruiters and hiring managers1:1 mentorship by experienced data scientists and access to premium resourcesInternship Certificate & Letter of Recommendation upon successful completionOpportunity for a Pre-Placement Offer (PPO) at SalesPilot 365 or client companiesHiring ProcessOnline ApplicationSubmit CV, GitHub/Kaggle links, and a brief note on your interest and experienceTechnical AssessmentAssignment to test Python, SQL, EDA, or modeling approachTechnical InterviewIn-depth discussion (45 mins) on your ML/stats understanding & problem-solvingManagerial InterviewEvaluate communication skills, culture fit & motivationOfferSelected applicants receive the internship offer with stipend details & project allocationOnboardingOrientation, project assignment & setup with tools and mentorsStipendMinimum stipend starts at $20/hour, with the possibility of a higher rate based on performance in the interviews.                    Show more                                        Show less",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348460978
